usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1194458835,11/07/2007 18:07:15,2,vnta,2.78,2,15.299,2,33.132,2,4.24,2,85.25,2,1505.48,2,24.4679,2,36.745953,2,-122.051688,2
1194458850,11/07/2007 18:07:30,2,vnta,3.47,2,15.3,2,33.133,2,4.45,2,85.28,2,1505.496,2,24.4685,2,36.745953,2,-122.051688,2
1194458865,11/07/2007 18:07:45,2,vnta,8.64,2,15.298,2,33.134,2,4.58,2,85.44,2,1505.577,2,24.4698,2,36.745953,2,-122.051688,2
1194458880,11/07/2007 18:08:00,2,vnta,15.29,2,15.295,2,33.134,2,4.04,2,85.65,0,1505.679,2,24.4707,2,36.745953,2,-122.051688,2
1194458895,11/07/2007 18:08:15,2,vnta,21.84,2,15.003,2,33.155,2,4.17,2,86.21,2,1504.888,2,24.5507,2,36.745953,2,-122.051688,2
1194458910,11/07/2007 18:08:30,2,vnta,28.19,2,14.233,2,33.209,2,4.2,2,86.8,2,1502.587,2,24.7563,2,36.745953,2,-122.051688,2
1194458925,11/07/2007 18:08:45,2,vnta,34.15,2,13.906,2,33.233,2,3.8,2,87.24,2,1501.651,2,24.8429,2,36.745953,2,-122.051688,2
1194458940,11/07/2007 18:09:00,2,vnta,40.3,2,13.672,2,33.241,2,4.42,0,87.35,2,1500.996,2,24.8973,2,36.72931586,2,-122.11420686,2
1194458955,11/07/2007 18:09:15,2,vnta,46.65,2,13.514,2,33.248,2,4.21,0,87.63,2,1500.59,2,24.935,2,36.710302,2,-122.185657,2
1194458970,11/07/2007 18:09:30,2,vnta,52.8,2,13.107,2,33.253,2,3.9,2,87.87,2,1499.348,2,25.0206,2,36.71036173,2,-122.185622,2
1194458985,11/07/2007 18:09:45,2,vnta,58.86,2,12.94,2,33.271,2,4.1,2,88.08,2,1498.912,2,25.0677,2,36.7104464,2,-122.18554226,2
1194459000,11/07/2007 18:10:00,2,vnta,65.01,2,12.46,2,33.275,2,4.07,2,88.15,2,1497.403,2,25.1643,2,36.71041266,2,-122.1854734,2
1194459015,11/07/2007 18:10:15,2,vnta,70.97,2,12.111,2,33.389,2,3.6,2,88.33,2,1496.449,2,25.3194,2,36.71043307,2,-122.18542842,2
1194459030,11/07/2007 18:10:30,2,vnta,76.82,2,11.697,2,33.432,2,3.63,2,88.59,0,1495.176,2,25.4303,2,36.71047433,2,-122.18535713,2
1194459045,11/07/2007 18:10:45,2,vnta,82.77,2,11.075,2,33.347,2,3.73,2,88.71,2,1493.007,2,25.4773,2,36.7104812,2,-122.18530493,2
1194459060,11/07/2007 18:11:00,2,vnta,88.93,2,10.614,2,33.439,2,3.87,0,88.85,2,1491.593,2,25.6303,2,36.71045853,2,-122.18524133,2
1194459075,11/07/2007 18:11:15,2,vnta,95.28,2,10.403,2,33.464,2,3.61,2,88.95,2,1490.977,2,25.6865,2,36.710542,2,-122.185247,2
1194459090,11/07/2007 18:11:30,2,vnta,101.53,2,10.188,2,33.486,2,3.16,2,89.05,2,1490.338,2,25.7405,2,36.71056726,2,-122.1852258,2
1194459105,11/07/2007 18:11:45,2,vnta,107.68,2,10.03,2,33.539,2,3.12,2,89.07,2,1489.937,2,25.8086,2,36.71057753,2,-122.18522946,2
1194459120,11/07/2007 18:12:00,2,vnta,113.63,2,9.856,2,33.57,2,3.28,2,89.13,2,1489.446,2,25.8621,2,36.71061892,2,-122.18516807,2
1194459135,11/07/2007 18:12:15,2,vnta,119.58,2,9.585,2,33.62,2,3.02,2,89.18,2,1488.622,2,25.946,2,36.7106132,2,-122.1851298,2
1194459150,11/07/2007 18:12:30,2,vnta,125.74,2,9.401,2,33.66,2,2.76,2,89.19,2,1488.101,2,26.0073,2,36.7106986,2,-122.1851138,2
1194459165,11/07/2007 18:12:45,2,vnta,131.99,2,9.221,2,33.685,2,2.79,2,89.21,2,1487.576,2,26.0559,2,36.710715,2,-122.185117,2
1194459180,11/07/2007 18:13:00,2,vnta,138.24,2,9.092,2,33.708,2,3.15,2,89.24,2,1487.233,2,26.0946,2,36.71066833,2,-122.18506033,2
1194459195,11/07/2007 18:13:15,2,vnta,144.68,2,9.002,2,33.724,2,2.9,2,89.27,2,1487.028,2,26.1215,2,36.71065833,2,-122.18502733,2
1194459210,11/07/2007 18:13:30,2,vnta,150.83,2,8.826,2,33.79,2,2.75,2,89.25,2,1486.559,2,26.2009,2,36.71068007,2,-122.18504814,2
1194459225,11/07/2007 18:13:45,2,vnta,156.88,2,8.767,2,33.819,2,2.63,2,89.27,2,1486.476,2,26.2329,2,36.71072,2,-122.1850724,2
1194459240,11/07/2007 18:14:00,2,vnta,163.23,2,8.758,2,33.864,2,2.51,2,89.34,2,1486.604,2,26.2696,2,36.71079753,2,-122.18498086,2
1194459255,11/07/2007 18:14:15,2,vnta,169.48,2,8.775,2,33.92,2,2.77,2,89.37,2,1486.839,2,26.311,2,36.71081266,2,-122.18497186,2
1194459270,11/07/2007 18:14:30,2,vnta,175.73,2,8.776,2,33.934,2,2.5,2,89.38,2,1486.964,2,26.3219,2,36.7108614,2,-122.18499466,2
1194459285,11/07/2007 18:14:45,2,vnta,181.98,2,8.751,2,33.957,2,2.41,2,89.4,2,1487.003,2,26.3439,2,36.71085133,2,-122.18489806,2
1194459300,11/07/2007 18:15:00,2,vnta,188.33,2,8.695,2,33.98,2,2.11,2,89.42,2,1486.929,2,26.3707,2,36.71086993,2,-122.18490066,2
1194459315,11/07/2007 18:15:15,2,vnta,194.67,2,8.641,2,33.994,2,2.08,2,89.44,2,1486.85,2,26.3902,2,36.71088435,2,-122.18485685,2
1194459330,11/07/2007 18:15:30,2,vnta,201.02,2,8.572,2,34.021,2,1.96,2,89.44,2,1486.732,2,26.4221,2,36.7108992,2,-122.18481906,2
1194459345,11/07/2007 18:15:45,2,vnta,206.18,2,8.519,2,34.038,2,2.15,2,89.44,2,1486.64,2,26.4436,2,36.7109094,2,-122.1847958,2
1194459360,11/07/2007 18:16:00,2,vnta,208.36,2,8.487,2,34.051,2,2.08,2,89.46,2,1486.573,2,26.4587,2,36.71091826,2,-122.18478006,2
1194459375,11/07/2007 18:16:15,2,vnta,209.35,2,8.482,2,34.053,2,1.97,2,89.46,2,1486.573,2,26.4611,2,36.71092793,2,-122.18477186,2
1194459390,11/07/2007 18:16:30,2,vnta,209.95,2,8.473,2,34.059,2,1.91,2,89.45,2,1486.557,2,26.4672,2,36.71093326,2,-122.18475593,2
1194459405,11/07/2007 18:16:45,2,vnta,210.05,2,8.47,2,34.062,2,1.87,2,89.46,0,1486.551,2,26.47,2,36.71093793,2,-122.18473066,2
1194459420,11/07/2007 18:17:00,2,vnta,209.85,2,8.467,2,34.063,2,1.82,2,89.45,2,1486.538,2,26.4712,2,36.7109725,2,-122.18478157,2
1194459435,11/07/2007 18:17:15,2,vnta,209.45,2,8.464,2,34.063,2,1.79,2,89.44,2,1486.52,2,26.4717,2,36.71095766,2,-122.18473446,2
1194459450,11/07/2007 18:17:30,2,vnta,208.76,2,8.461,2,34.065,2,1.77,2,89.46,2,1486.5,2,26.4737,2,36.7109784,2,-122.1846574,2
1194459465,11/07/2007 18:17:45,2,vnta,207.86,2,8.467,2,34.06,2,1.75,2,89.47,2,1486.501,2,26.4688,2,36.71098533,2,-122.1846372,2
1194459480,11/07/2007 18:18:00,2,vnta,206.97,2,8.476,2,34.054,2,1.74,2,89.45,2,1486.512,2,26.4627,2,36.71097493,2,-122.18460873,2
1194459495,11/07/2007 18:18:15,2,vnta,205.98,2,8.476,2,34.055,2,1.74,2,89.47,2,1486.497,2,26.4635,2,36.71100886,2,-122.1846254,2
1194459510,11/07/2007 18:18:30,2,vnta,205.09,2,8.476,2,34.054,2,1.73,2,89.48,2,1486.481,2,26.4627,2,36.71101057,2,-122.18462285,2
1194459525,11/07/2007 18:18:45,2,vnta,204.19,2,8.477,2,34.053,2,1.72,2,89.47,2,1486.469,2,26.4618,2,36.71108406,2,-122.18457173,2
1194459540,11/07/2007 18:19:00,2,vnta,203.2,2,8.48,2,34.052,2,1.73,2,89.47,2,1486.462,2,26.4605,2,36.71103126,2,-122.1845686,2
1194459555,11/07/2007 18:19:15,2,vnta,202.31,2,8.485,2,34.048,2,1.73,2,89.43,0,1486.461,2,26.4566,2,36.71102226,2,-122.1845566,2
1194459570,11/07/2007 18:19:30,2,vnta,201.42,2,8.492,2,34.042,2,1.68,2,89.47,2,1486.465,2,26.4508,2,36.71096753,2,-122.18457766,2
1194459585,11/07/2007 18:19:45,2,vnta,200.43,2,8.494,2,34.04,2,1.67,2,89.47,2,1486.454,2,26.4489,2,36.71099093,2,-122.18455826,2
1194459600,11/07/2007 18:20:00,2,vnta,199.43,2,8.494,2,34.04,2,1.65,2,89.45,2,1486.437,2,26.4489,2,36.71107206,2,-122.184523,2
1194459615,11/07/2007 18:20:15,2,vnta,198.54,2,8.495,2,34.039,2,1.69,2,89.47,2,1486.425,2,26.4479,2,36.71108392,2,-122.18442164,2
1194459630,11/07/2007 18:20:30,2,vnta,197.45,2,8.495,2,34.039,2,1.68,2,89.44,2,1486.407,2,26.4479,2,36.7110928,2,-122.18443726,2
1194459645,11/07/2007 18:20:45,2,vnta,196.36,2,8.497,2,34.037,2,1.61,2,89.47,2,1486.394,2,26.446,2,36.7110818,2,-122.18442873,2
1194459660,11/07/2007 18:21:00,2,vnta,195.27,2,8.506,2,34.032,2,1.52,2,89.47,2,1486.403,2,26.4407,2,36.7111214,2,-122.1843494,2
1194459675,11/07/2007 18:21:15,2,vnta,194.08,2,8.529,2,34.021,2,1.44,2,89.47,2,1486.456,2,26.4285,2,36.71112166,2,-122.18435713,2
1194459690,11/07/2007 18:21:30,2,vnta,192.89,2,8.551,2,34.017,2,1.4,2,89.45,0,1486.513,2,26.422,2,36.7111168,2,-122.1843726,2
1194459705,11/07/2007 18:21:45,2,vnta,191.8,2,8.553,2,34.021,2,1.45,2,89.47,2,1486.508,2,26.4248,2,36.71113264,2,-122.18438535,2
1194459720,11/07/2007 18:22:00,2,vnta,192.19,2,8.532,2,34.031,2,1.68,2,89.45,2,1486.448,2,26.4359,2,36.7111084,2,-122.18433353,2
1194459735,11/07/2007 18:22:15,2,vnta,197.05,2,8.511,2,34.037,2,1.78,2,89.45,2,1486.458,2,26.4439,2,36.71111846,2,-122.18433266,2
1194459750,11/07/2007 18:22:30,2,vnta,203.4,2,8.52,2,34.035,2,1.61,2,89.44,2,1486.594,2,26.4411,2,36.71116313,2,-122.18431266,2
1194459765,11/07/2007 18:22:45,2,vnta,209.85,2,8.513,2,34.038,2,1.67,2,89.46,2,1486.679,2,26.4446,2,36.711227,2,-122.184218,2
1194459780,11/07/2007 18:23:00,2,vnta,216.49,2,8.499,2,34.045,2,1.6,2,89.44,2,1486.745,2,26.4523,2,36.7111748,2,-122.1842396,2
1194459795,11/07/2007 18:23:15,2,vnta,222.94,2,8.475,2,34.058,2,1.56,2,89.45,2,1486.779,2,26.4663,2,36.71119214,2,-122.184218,2
1194459810,11/07/2007 18:23:30,2,vnta,229.28,2,8.45,2,34.065,2,1.57,2,89.45,2,1486.799,2,26.4757,2,36.71116673,2,-122.1841052,2
1194459825,11/07/2007 18:23:45,2,vnta,235.93,2,8.409,2,34.068,2,1.7,2,89.46,2,1486.759,2,26.4844,2,36.7112002,2,-122.18416673,2
1194459840,11/07/2007 18:24:00,2,vnta,242.47,2,8.344,2,34.082,2,1.56,2,89.46,2,1486.642,2,26.5053,2,36.7112412,2,-122.1841336,2
1194459855,11/07/2007 18:24:15,2,vnta,249.01,2,8.258,2,34.08,2,1.61,2,89.46,2,1486.425,2,26.5168,2,36.71128273,2,-122.18410246,2
1194459870,11/07/2007 18:24:30,2,vnta,255.46,2,8.197,2,34.081,2,1.56,2,89.48,2,1486.303,2,26.5269,2,36.71127286,2,-122.1840616,2
1194459885,11/07/2007 18:24:45,2,vnta,261.71,2,8.153,2,34.09,2,1.38,2,89.45,0,1486.252,2,26.5406,2,36.71121314,2,-122.18406242,2
1194459900,11/07/2007 18:25:00,2,vnta,268.05,2,8.13,2,34.093,2,1.49,2,89.48,2,1486.275,2,26.5465,2,36.71133406,2,-122.18409126,2
1194459915,11/07/2007 18:25:15,2,vnta,273.7,2,8.032,2,34.095,2,1.74,2,89.46,2,1486.001,2,26.5627,2,36.7115232,2,-122.1839926,2
1194459930,11/07/2007 18:25:30,2,vnta,281.14,2,7.937,2,34.111,2,1.56,2,89.53,2,1485.784,2,26.5894,2,36.71139726,2,-122.18395026,2
1194459945,11/07/2007 18:25:45,2,vnta,287.78,2,7.783,2,34.111,2,1.3,2,89.54,2,1485.31,2,26.612,2,36.7114108,2,-122.18394086,2
1194459960,11/07/2007 18:26:00,2,vnta,294.42,2,7.684,2,34.11,2,1.5,2,89.53,2,1485.041,2,26.6256,2,36.71144406,2,-122.18387386,2
1194459975,11/07/2007 18:26:15,2,vnta,300.86,2,7.587,2,34.112,2,1.38,2,89.56,2,1484.78,2,26.6412,2,36.71143666,2,-122.18386926,2
1194459990,11/07/2007 18:26:30,2,vnta,307.21,2,7.483,2,34.125,2,1.35,2,89.54,2,1484.504,2,26.6664,2,36.71145253,2,-122.18383746,2
1194460005,11/07/2007 18:26:45,2,vnta,313.45,2,7.49,2,34.151,2,1.43,2,89.54,2,1484.667,2,26.6859,2,36.7114882,2,-122.1840436,2
1194460020,11/07/2007 18:27:00,2,vnta,319.4,2,7.527,2,34.169,2,1.43,2,89.53,2,1484.93,2,26.6949,2,36.71147478,2,-122.1838015,2
1194460035,11/07/2007 18:27:15,2,vnta,325.35,2,7.558,2,34.189,2,1.42,2,89.49,2,1485.172,2,26.7063,2,36.71146786,2,-122.1837396,2
1194460050,11/07/2007 18:27:30,2,vnta,331.59,2,7.537,2,34.188,2,1.28,2,89.55,2,1485.194,2,26.7086,2,36.71147553,2,-122.1837282,2
1194460065,11/07/2007 18:27:45,2,vnta,337.73,2,7.447,2,34.197,2,1.04,2,89.54,2,1484.962,2,26.7286,2,36.71148546,2,-122.18374273,2
1194460080,11/07/2007 18:28:00,2,vnta,343.98,2,7.355,2,34.181,2,0.95,2,89.55,2,1484.693,2,26.729,2,36.71147546,2,-122.18363346,2
1194460095,11/07/2007 18:28:15,2,vnta,350.12,2,7.226,2,34.174,2,1.12,2,89.54,2,1484.289,2,26.7417,2,36.71156213,2,-122.1836152,2
1194460110,11/07/2007 18:28:30,2,vnta,356.76,2,7.056,2,34.183,2,1.02,2,89.56,2,1483.753,2,26.7723,2,36.71156933,2,-122.18357786,2
1194460125,11/07/2007 18:28:45,2,vnta,363.9,2,6.852,2,34.137,2,0.89,2,89.57,2,1483.022,2,26.764,2,36.711866,2,-122.18356828,2
1194460140,11/07/2007 18:29:00,2,vnta,370.44,2,6.837,2,34.148,2,0.99,2,89.56,2,1483.086,2,26.7747,2,36.7118506,2,-122.1835364,2
1194460155,11/07/2007 18:29:15,2,vnta,376.58,2,6.739,2,34.149,2,1.02,2,89.57,2,1482.807,2,26.7888,2,36.7116026,2,-122.18357506,2
1194460170,11/07/2007 18:29:30,2,vnta,382.62,2,6.67,2,34.144,2,0.95,2,89.57,2,1482.631,2,26.7941,2,36.71159073,2,-122.18370906,2
1194460185,11/07/2007 18:29:45,2,vnta,388.27,2,6.646,2,34.15,2,0.94,2,89.57,2,1482.638,2,26.8021,2,36.71168606,2,-122.18366566,2
1194460200,11/07/2007 18:30:00,2,vnta,394.22,2,6.618,2,34.161,2,0.91,2,89.56,2,1482.641,2,26.8145,2,36.7116954,2,-122.18359226,2
1194460215,11/07/2007 18:30:15,2,vnta,399.67,2,6.694,2,34.166,2,0.97,2,89.54,2,1483.036,2,26.8085,2,36.71172285,2,-122.18362357,2
1194460230,11/07/2007 18:30:30,2,vnta,405.41,2,6.711,2,34.195,2,0.91,2,89.55,2,1483.234,2,26.8291,2,36.71168186,2,-122.18360526,2
1194460245,11/07/2007 18:30:45,2,vnta,410.76,2,6.68,2,34.21,2,0.83,2,89.54,2,1483.221,2,26.8452,2,36.7116402,2,-122.18364333,2
1194460260,11/07/2007 18:31:00,2,vnta,415.02,2,6.668,2,34.214,2,0.78,2,89.54,2,1483.249,2,26.85,2,36.711731,2,-122.18357813,2
1194460275,11/07/2007 18:31:15,2,vnta,417.9,2,6.667,2,34.216,2,0.7,2,89.55,2,1483.296,2,26.8517,2,36.71151853,2,-122.1836674,2
1194460290,11/07/2007 18:31:30,2,vnta,422.75,2,6.652,2,34.218,2,0.67,2,89.54,2,1483.32,2,26.8554,2,36.711579,2,-122.18368966,2
1194460305,11/07/2007 18:31:45,2,vnta,428.69,2,6.653,2,34.218,2,0.63,2,89.54,2,1483.423,2,26.8553,2,36.71153313,2,-122.18370686,2
1194460320,11/07/2007 18:32:00,2,vnta,434.44,2,6.637,2,34.215,2,0.63,2,89.54,2,1483.452,2,26.8551,2,36.71163428,2,-122.18367257,2
1194460335,11/07/2007 18:32:15,2,vnta,440.28,2,6.613,2,34.224,2,0.61,2,89.55,2,1483.467,2,26.8655,2,36.7116338,2,-122.1836456,2
1194460350,11/07/2007 18:32:30,2,vnta,446.42,2,6.556,2,34.225,2,0.57,2,89.56,2,1483.346,2,26.8739,2,36.71168153,2,-122.18352106,2
1194460365,11/07/2007 18:32:45,2,vnta,452.47,2,6.522,2,34.233,2,0.66,2,89.54,2,1483.324,2,26.8847,2,36.71163666,2,-122.18360933,2
1194460380,11/07/2007 18:33:00,2,vnta,458.41,2,6.513,2,34.24,2,0.66,2,89.55,2,1483.396,2,26.8915,2,36.7116684,2,-122.18357,2
1194460395,11/07/2007 18:33:15,2,vnta,464.45,2,6.479,2,34.252,2,0.62,2,89.55,2,1483.378,2,26.9055,2,36.71168126,2,-122.1834916,2
1194460410,11/07/2007 18:33:30,2,vnta,470.69,2,6.452,2,34.253,2,0.57,2,89.55,2,1483.377,2,26.9099,2,36.71169186,2,-122.18347553,2
1194460425,11/07/2007 18:33:45,2,vnta,476.63,2,6.395,2,34.258,2,0.56,2,89.55,2,1483.257,2,26.9213,2,36.71169428,2,-122.1834585,2
1194460440,11/07/2007 18:34:00,2,vnta,482.68,2,6.343,2,34.254,2,0.55,2,89.56,2,1483.148,2,26.925,2,36.7117756,2,-122.18340793,2
1194460455,11/07/2007 18:34:15,2,vnta,488.82,2,6.27,2,34.26,2,0.51,2,89.56,2,1482.969,2,26.9392,2,36.71173926,2,-122.18329213,2
1194460470,11/07/2007 18:34:30,2,vnta,494.96,2,6.218,2,34.268,2,0.48,2,89.57,2,1482.876,2,26.9523,2,36.71168906,2,-122.18338533,2
1194460485,11/07/2007 18:34:45,2,vnta,501.19,2,6.2,2,34.275,2,0.47,2,89.55,2,1482.918,2,26.9602,2,36.71171386,2,-122.18335346,2
1194460500,11/07/2007 18:35:00,2,vnta,507.43,2,6.198,2,34.281,2,0.47,2,89.56,2,1483.021,2,26.9652,2,36.71174946,2,-122.18338133,2
1194460515,11/07/2007 18:35:15,2,vnta,513.37,2,6.172,2,34.281,2,0.45,2,89.55,2,1483.017,2,26.9686,2,36.71172671,2,-122.18329657,2
1194460530,11/07/2007 18:35:30,2,vnta,519.32,2,6.108,2,34.281,2,0.42,2,89.56,2,1482.862,2,26.9768,2,36.7117526,2,-122.18326926,2
1194460545,11/07/2007 18:35:45,2,vnta,525.36,2,6.048,2,34.276,2,0.42,2,89.55,2,1482.718,2,26.9805,2,36.71178226,2,-122.18325473,2
1194460560,11/07/2007 18:36:00,2,vnta,531.4,2,5.996,2,34.27,2,0.41,2,89.56,2,1482.604,2,26.9824,2,36.71175826,2,-122.18322073,2
1194460575,11/07/2007 18:36:15,2,vnta,537.63,2,5.925,2,34.262,2,0.45,2,89.55,2,1482.415,2,26.985,2,36.71177813,2,-122.18319693,2
1194460590,11/07/2007 18:36:30,2,vnta,543.77,2,5.809,2,34.274,2,0.43,2,89.55,2,1482.07,2,27.0089,2,36.7117614,2,-122.1831694,2
1194460605,11/07/2007 18:36:45,2,vnta,549.81,2,5.747,2,34.258,2,0.43,2,89.57,2,1481.902,2,27.0039,2,36.71177792,2,-122.18324878,2
1194460620,11/07/2007 18:37:00,2,vnta,555.65,2,5.572,2,34.251,2,0.41,2,89.56,2,1481.288,2,27.0197,2,36.71169006,2,-122.1834606,2
1194460635,11/07/2007 18:37:15,2,vnta,561.69,2,5.49,2,34.261,2,0.41,2,89.56,2,1481.071,2,27.0375,2,36.71185113,2,-122.18309253,2
1194460650,11/07/2007 18:37:30,2,vnta,567.83,2,5.422,2,34.255,2,0.44,2,89.55,2,1480.892,2,27.0409,2,36.711868,2,-122.18311313,2
1194460665,11/07/2007 18:37:45,2,vnta,573.97,2,5.363,2,34.255,2,0.41,2,89.52,2,1480.755,2,27.048,2,36.71191733,2,-122.18314633,2
1194460680,11/07/2007 18:38:00,2,vnta,579.91,2,5.322,2,34.26,2,0.4,2,89.44,2,1480.695,2,27.0568,2,36.71192906,2,-122.183017,2
1194460695,11/07/2007 18:38:15,2,vnta,586.04,2,5.284,2,34.271,2,0.38,2,89.44,2,1480.657,2,27.0701,2,36.71190913,2,-122.18306613,2
1194460710,11/07/2007 18:38:30,2,vnta,591.98,2,5.262,2,34.279,2,0.38,2,89.43,2,1480.677,2,27.079,2,36.71192507,2,-122.1829795,2
1194460725,11/07/2007 18:38:45,2,vnta,598.02,2,5.252,2,34.282,2,0.37,2,89.41,2,1480.741,2,27.0826,2,36.71187766,2,-122.18291273,2
1194460740,11/07/2007 18:39:00,2,vnta,604.26,2,5.236,2,34.287,2,0.41,2,89.38,2,1480.787,2,27.0885,2,36.711873,2,-122.18288246,2
1194460755,11/07/2007 18:39:15,2,vnta,610.49,2,5.218,2,34.294,2,0.36,2,89.36,2,1480.827,2,27.0962,2,36.71186286,2,-122.1828844,2
1194460770,11/07/2007 18:39:30,2,vnta,616.63,2,5.196,2,34.296,2,0.36,2,89.34,2,1480.842,2,27.1004,2,36.71189866,2,-122.18283366,2
1194460785,11/07/2007 18:39:45,2,vnta,622.86,2,5.164,2,34.301,2,0.35,2,89.26,2,1480.822,2,27.1082,2,36.71191433,2,-122.1828446,2
1194460800,11/07/2007 18:40:00,2,vnta,628.9,2,5.132,2,34.311,2,0.34,2,89.21,2,1480.806,2,27.1198,2,36.7119675,2,-122.18283421,2
1194460815,11/07/2007 18:40:15,2,vnta,634.94,2,5.108,2,34.315,2,0.33,2,89.11,2,1480.814,2,27.1258,2,36.7119618,2,-122.182835,2
1194460830,11/07/2007 18:40:30,2,vnta,641.07,2,5.085,2,34.323,2,0.32,2,89.06,2,1480.833,2,27.1349,2,36.71190113,2,-122.18279306,2
1194460845,11/07/2007 18:40:45,2,vnta,647.31,2,5.049,2,34.327,2,0.3,2,89.1,2,1480.795,2,27.1423,2,36.71183186,2,-122.1827688,2
1194460860,11/07/2007 18:41:00,2,vnta,653.54,2,5.012,2,34.334,2,0.28,2,89.13,2,1480.758,2,27.1521,2,36.7118624,2,-122.18272093,2
1194460875,11/07/2007 18:41:15,2,vnta,659.78,2,4.981,2,34.34,2,0.29,2,89.11,2,1480.743,2,27.1604,2,36.71186066,2,-122.18266726,2
1194460890,11/07/2007 18:41:30,2,vnta,665.91,2,4.964,2,34.343,2,0.32,2,89.09,2,1480.78,2,27.1648,2,36.71180966,2,-122.18266753,2
1194460905,11/07/2007 18:41:45,2,vnta,671.65,2,4.958,2,34.346,2,0.3,2,89.09,2,1480.855,2,27.1679,2,36.71177171,2,-122.18267492,2
